,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daylight,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR
2632,2014-05-29,76,54,65,1,51,57,0,0,0.0,29.38,30.09,8.4,5,9.0,1496,0,0,0,0,0,0,0,0,0,0,0
2634,2014-05-30,79,53,66,2,49,57,0,1,0.0,29.44,30.15,6.1,6,7.0,1498,0,0,0,0,0,0,0,0,0,0,0
2636,2014-05-31,88,54,71,7,50,59,0,6,0.0,29.39,30.12,5.8,12,8.0,1499,0,0,0,0,0,0,0,0,0,0,0
2638,2014-06-01,90,63,77,13,59,66,0,12,0.0,29.24,29.96,12.9,18,13.0,1501,0,0,0,0,0,0,0,0,0,0,0
2640,2014-06-02,83,68,76,12,62,67,0,11,0.14,29.11,29.83,13.2,22,14.6,1501,0,0,0,1,0,0,0,0,0,0,0
2642,2014-06-03,81,66,74,10,50,60,0,9,0.0,29.18,29.89,7.2,28,9.8,1503,0,0,0,0,0,0,0,0,0,0,0
2644,2014-06-04,70,55,63,-1,53,57,2,0,0.19,29.13,29.85,7.8,6,9.3,1504,0,0,0,0,1,0,0,0,0,0,0
2646,2014-06-05,76,52,64,-1,42,53,1,0,0.0,29.23,29.95,5.0,6,6.0,1506,0,0,0,0,0,0,0,0,0,0,0
2648,2014-06-06,81,49,65,-1,40,54,0,0,0.0,29.26,29.98,3.9,11,4.9,1506,0,0,0,0,0,0,0,0,0,0,0
2650,2014-06-07,84,57,71,5,50,59,0,6,0.08,29.18,29.91,3.3,9,7.7,1507,0,0,0,1,0,0,0,0,0,0,0
2652,2014-06-08,72,54,63,-3,44,53,2,0,0.23,29.28,29.98,13.9,2,14.1,1508,0,0,0,1,0,0,0,0,0,0,0
2654,2014-06-09,78,55,67,1,48,55,0,2,0.0,29.24,29.96,7.7,4,8.5,1509,0,0,0,0,0,0,0,0,0,0,0
2656,2014-06-10,66,56,61,-6,51,55,4,0,1.26,29.12,29.87,10.0,3,10.3,1510,0,0,0,0,1,0,0,0,0,0,0
2658,2014-06-11,67,57,62,-5,55,58,3,0,0.52,29.0,29.71,6.4,34,7.4,1510,0,0,0,0,0,0,1,0,0,0,0
2660,2014-06-12,79,58,69,1,56,62,0,4,0.0,29.08,29.78,8.6,27,10.0,1511,0,0,1,0,0,0,0,0,0,0,0
2662,2014-06-13,75,55,65,-3,41,52,0,0,0.0,29.26,29.96,6.4,31,9.8,1511,0,0,0,0,0,0,0,0,0,0,0
2664,2014-06-14,79,52,66,-2,43,55,0,1,0.0,29.31,30.03,7.8,17,8.3,1512,0,0,0,0,0,0,0,0,0,0,0
2666,2014-06-15,84,60,72,4,55,63,0,7,0.0,29.17,29.89,14.3,19,15.7,1512,0,0,0,0,0,0,0,0,0,0,0
2668,2014-06-16,88,67,78,9,61,67,0,13,0.0,29.24,29.97,7.4,21,8.7,1513,0,0,0,0,0,0,0,0,0,0,0
2670,2014-06-17,91,77,84,15,64,70,0,19,0.0,29.15,29.86,9.1,22,12.6,1513,0,0,0,1,0,0,0,0,0,0,0
2672,2014-06-18,82,61,72,2,63,66,0,7,0.65,29.24,29.93,2.0,23,10.2,1513,0,0,0,0,0,0,0,0,1,0,0
2674,2014-06-19,79,59,69,-1,61,64,0,4,0.32,29.33,30.04,6.0,7,8.2,1514,1,0,0,0,0,0,0,0,0,0,0
2676,2014-06-20,85,63,74,4,63,67,0,9,0.01,29.23,29.94,2.6,30,8.5,1514,1,0,0,0,0,0,0,0,0,0,0
2678,2014-06-21,84,60,72,2,62,65,0,7,1.28,29.21,29.92,0.7,17,7.3,1514,0,0,0,0,1,0,0,0,0,0,0
2680,2014-06-22,82,63,73,3,61,64,0,8,0.0,29.16,29.88,4.4,7,4.9,1514,1,0,0,0,0,0,0,0,0,0,0
2682,2014-06-23,81,66,74,4,65,68,0,9,0.05,29.11,29.83,2.9,22,5.5,1514,0,0,0,0,1,0,0,0,0,0,0
2684,2014-06-24,87,70,79,8,65,69,0,14,0.41,29.15,29.85,0.8,36,4.7,1514,0,0,0,1,0,0,0,0,0,0,0
2686,2014-06-25,80,59,70,-1,58,61,0,5,0.0,29.28,29.98,6.8,4,7.3,1514,1,0,0,0,0,0,0,0,0,0,0
2688,2014-06-26,78,59,69,-2,57,61,0,4,0.0,29.34,30.04,6.2,5,6.8,1513,1,0,0,0,0,0,0,0,0,0,0
2690,2014-06-27,88,59,74,3,62,67,0,9,0.0,29.28,30.0,7.9,16,9.8,1513,1,0,0,0,0,0,0,0,0,0,0
2692,2014-06-28,87,71,79,8,67,70,0,14,0.0,29.23,29.96,11.8,18,12.1,1512,0,0,0,0,0,0,0,0,0,0,0
2694,2014-06-29,85,69,77,6,67,71,0,12,0.07,29.2,29.9,12.3,21,12.9,1512,0,0,0,1,0,0,0,0,0,0,0
2696,2014-06-30,87,67,77,5,67,70,0,12,2.6,29.05,29.77,6.3,20,12.6,1512,0,0,0,0,0,0,0,0,0,1,0
2698,2014-07-01,80,67,74,2,60,65,0,9,0.0,29.02,29.72,12.3,24,12.4,1511,0,0,0,1,0,0,0,0,0,0,0
2700,2014-07-02,70,56,63,-9,53,57,2,0,0.12,29.23,29.92,5.3,30,9.6,1511,0,0,0,0,0,0,1,0,0,0,0
2702,2014-07-03,76,56,66,-6,48,56,0,1,0.07,29.41,30.11,2.2,30,6.8,1510,0,0,0,1,0,0,0,0,0,0,0
2704,2014-07-04,79,58,69,-3,48,57,0,4,0.0,29.54,30.26,2.9,6,7.2,1508,0,0,0,0,0,0,0,0,0,0,0
2706,2014-07-05,77,60,69,-3,54,60,0,4,0.0,29.41,30.16,8.0,21,8.3,1508,0,0,0,1,0,0,0,0,0,0,0
2708,2014-07-06,87,63,75,3,63,68,0,10,0.0,29.1,29.85,11.8,22,12.3,1507,0,0,0,0,0,0,0,0,0,0,0
2710,2014-07-07,88,71,80,8,63,69,0,15,0.63,29.0,29.72,6.9,27,8.6,1507,0,0,0,0,0,0,0,0,0,0,0
2712,2014-07-08,81,66,74,1,59,65,0,9,0.54,29.01,29.7,10.9,28,12.0,1505,0,0,0,0,0,0,0,0,0,0,0
2714,2014-07-09,80,62,71,-2,54,61,0,6,0.0,29.25,29.93,6.8,32,8.4,1504,0,0,0,0,0,0,0,0,0,0,0
2716,2014-07-10,79,60,70,-3,53,60,0,5,0.0,29.42,30.13,4.1,10,4.4,1504,0,0,0,0,0,0,0,0,0,0,0
2718,2014-07-11,81,60,71,-2,54,61,0,6,0.01,29.42,30.14,5.1,18,5.4,1502,0,0,0,1,0,0,0,0,0,0,0
2720,2014-07-12,80,70,75,2,66,69,0,10,0.47,29.23,29.97,9.1,20,10.5,1501,0,0,0,0,1,0,0,0,0,0,0
2722,2014-07-13,85,68,77,4,61,67,0,12,0.01,29.18,29.9,8.9,28,9.7,1499,0,0,0,0,0,0,0,0,0,0,0
2724,2014-07-14,80,61,71,-2,54,61,0,6,0.2,29.11,29.83,7.3,31,8.1,1499,0,0,0,0,0,0,0,0,0,0,0
2726,2014-07-15,70,55,63,-11,50,56,2,0,0.05,29.21,29.91,10.0,30,10.5,1497,0,0,0,1,0,0,0,0,0,0,0
2728,2014-07-16,72,55,64,-10,47,55,1,0,0.0,29.29,30.0,3.3,2,7.4,1495,0,0,0,0,0,0,0,0,0,0,0
2730,2014-07-17,78,54,66,-8,50,57,0,1,0.0,29.37,30.08,3.0,12,5.5,1494,0,0,0,0,0,0,0,0,0,0,0
2732,2014-07-18,79,59,69,-5,53,60,0,4,0.0,29.39,30.12,5.7,14,6.9,1492,0,0,0,0,0,0,0,0,0,0,0
2734,2014-07-19,80,57,69,-5,52,60,0,4,0.0,29.33,30.05,4.2,11,4.6,1490,0,0,0,0,0,0,0,0,0,0,0
2736,2014-07-20,82,60,71,-3,56,63,0,6,0.0,29.31,30.03,4.0,22,4.5,1490,0,0,0,0,0,0,0,0,0,0,0
2738,2014-07-21,86,63,75,1,61,66,0,10,0.0,29.34,30.05,6.9,20,7.2,1488,0,0,0,0,0,0,0,0,0,0,0
2740,2014-07-22,90,69,80,6,67,71,0,15,0.01,29.27,29.97,8.3,22,11.9,1486,0,0,0,0,0,0,0,1,0,0,0
2742,2014-07-23,75,59,67,-7,51,58,0,2,0.0,29.41,30.12,15.7,2,16.1,1484,0,0,0,0,0,0,0,0,0,0,0
2744,2014-07-24,75,57,66,-8,47,56,0,1,0.0,29.39,30.11,6.2,5,8.8,1482,0,0,0,0,0,0,0,0,0,0,0
2746,2014-07-25,75,55,65,-9,54,60,0,0,0.0,29.24,29.98,8.4,21,9.1,1480,0,0,0,0,0,0,0,0,0,0,0
2748,2014-07-26,84,68,76,2,63,67,0,11,0.0,29.1,29.83,3.9,24,5.5,1479,0,0,0,0,0,0,0,0,0,0,0
2750,2014-07-27,87,65,76,2,59,66,0,11,0.02,29.08,29.77,12.2,30,15.0,1477,0,0,0,0,1,0,0,0,0,0,0
2752,2014-07-28,73,59,66,-8,48,56,0,1,0.0,29.33,30.03,9.2,36,11.1,1475,0,0,0,0,0,0,0,0,0,0,0
2754,2014-07-29,81,58,70,-4,53,60,0,5,0.01,29.28,30.0,8.4,30,9.6,1473,0,0,0,0,0,0,0,0,0,0,0
2756,2014-07-30,79,59,69,-5,54,60,0,4,0.0,29.29,30.01,2.2,33,7.0,1471,0,0,0,0,0,0,0,0,0,0,0
2758,2014-07-31,84,59,72,-2,55,62,0,7,0.0,29.3,30.01,8.0,26,8.4,1469,0,0,0,0,0,0,0,0,0,0,0
2760,2014-08-01,85,62,74,1,56,63,0,9,0.15,29.34,30.06,2.4,22,6.9,1466,0,0,0,0,0,0,0,0,0,0,0
2762,2014-08-02,86,59,73,0,53,61,0,8,0.0,29.4,30.11,1.6,4,4.2,1464,0,0,0,0,0,0,0,0,0,0,0
2764,2014-08-03,87,62,75,2,58,65,0,10,0.0,29.38,30.09,4.5,26,6.9,1462,0,0,0,0,0,0,0,0,0,0,0
2766,2014-08-04,87,67,77,4,60,65,0,12,2.76,29.34,30.06,0.4,33,7.5,1460,0,0,0,0,1,0,0,0,0,0,0
2768,2014-08-05,80,64,72,-1,62,65,0,7,0.0,29.31,30.03,4.8,3,6.3,1458,1,0,0,0,0,0,0,0,0,0,0
2770,2014-08-06,80,62,71,-2,54,61,0,6,0.0,29.34,30.05,5.1,3,6.3,1456,0,0,0,0,0,0,0,0,0,0,0
2772,2014-08-07,81,61,71,-2,56,63,0,6,0.0,29.34,30.06,8.3,8,9.0,1453,0,0,0,0,0,0,0,0,0,0,0
2774,2014-08-08,82,66,74,1,57,64,0,9,0.0,29.34,30.05,10.1,7,10.7,1451,0,0,0,0,0,0,0,0,0,0,0
2776,2014-08-09,80,66,73,0,57,63,0,8,0.0,29.34,30.07,8.6,6,9.1,1449,0,0,0,0,0,0,0,0,0,0,0
2778,2014-08-10,81,69,75,2,59,65,0,10,0.0,29.28,30.0,7.7,4,8.6,1446,0,0,0,0,0,0,0,0,0,0,0
2780,2014-08-11,82,67,75,2,63,67,0,10,0.85,29.11,29.84,4.4,32,6.8,1404,0,0,0,0,1,0,0,0,0,0,0
2782,2014-08-12,70,61,66,-7,55,59,0,1,0.07,29.17,29.87,11.2,32,12.0,1402,0,0,0,1,0,0,0,0,0,0,0
2784,2014-08-13,82,57,70,-3,55,61,0,5,0.0,29.29,29.99,4.6,31,9.3,1399,0,0,0,0,0,0,0,0,0,0,0
2786,2014-08-14,72,57,65,-7,48,56,0,0,0.0,29.35,30.07,7.0,5,7.7,1397,0,0,0,0,0,0,0,0,0,0,0
2788,2014-08-15,78,52,65,-7,50,58,0,0,0.0,29.28,30.02,5.2,24,6.0,1395,0,0,0,0,0,0,0,0,0,0,0
2790,2014-08-16,82,62,72,0,61,65,0,7,0.0,29.2,29.91,7.9,24,8.3,1352,0,0,0,0,0,0,0,0,0,0,0
2792,2014-08-17,71,64,68,-4,61,63,0,3,0.0,29.23,29.96,7.9,3,8.5,1350,0,0,1,0,0,0,0,0,0,0,0
2794,2014-08-18,83,65,74,2,62,66,0,9,0.0,29.12,29.85,2.8,22,4.9,1347,1,0,0,0,0,0,0,0,0,0,0
2796,2014-08-19,86,69,78,7,65,69,0,13,0.09,29.02,29.72,9.2,24,10.7,1345,0,0,0,1,0,0,0,0,0,0,0
2798,2014-08-20,86,66,76,5,63,68,0,11,0.0,29.17,29.86,7.4,25,7.9,1342,0,0,0,0,0,0,0,0,0,0,0
2800,2014-08-21,79,70,75,4,68,70,0,10,0.98,29.21,29.92,2.8,18,5.0,1340,0,0,0,0,1,0,0,0,0,0,0
2802,2014-08-22,86,72,79,8,70,73,0,14,1.58,29.21,29.92,3.4,23,5.1,1337,0,0,0,0,1,0,0,0,0,0,0
2804,2014-08-23,86,68,77,6,69,71,0,12,0.34,29.25,29.96,2.6,7,5.0,1334,0,0,0,0,0,0,0,0,0,0,1
2806,2014-08-24,88,70,79,8,69,72,0,14,0.0,29.26,29.97,6.6,12,7.4,1331,0,0,0,0,0,0,0,0,0,0,0
2808,2014-08-25,88,71,80,10,68,71,0,15,0.01,29.28,29.99,3.0,18,6.7,1329,1,0,0,0,0,0,0,0,0,0,0
2810,2014-08-26,85,71,78,8,65,69,0,13,0.12,29.34,30.06,1.8,36,6.1,1326,0,0,0,0,0,0,0,0,0,0,0
2812,2014-08-27,82,67,75,5,60,65,0,10,0.0,29.4,30.11,5.9,5,6.9,1323,0,0,0,0,0,0,0,0,0,0,0
2814,2014-08-28,77,67,72,2,57,63,0,7,0.0,29.35,30.08,7.6,8,8.6,1321,0,0,0,1,0,0,0,0,0,0,0
2816,2014-08-29,86,71,79,9,67,70,0,14,0.08,29.19,29.92,10.7,17,11.1,1318,0,0,0,0,0,0,0,0,0,0,0
2818,2014-08-30,83,70,77,7,65,69,0,12,0.27,29.15,29.85,10.7,23,11.7,1316,0,0,0,0,0,0,0,0,0,0,0
2820,2014-08-31,85,68,77,8,65,69,0,12,0.0,29.18,29.89,5.7,21,6.6,1313,1,0,0,0,0,0,0,0,0,0,0
2822,2014-09-01,83,70,77,9,65,69,0,12,0.36,29.07,29.77,10.7,22,11.5,1310,0,0,0,1,0,0,0,0,0,0,0
2824,2014-09-02,82,67,75,7,60,65,0,10,0.01,29.18,29.88,5.4,28,5.9,1308,0,0,0,1,0,0,0,0,0,0,0
2826,2014-09-03,83,61,72,4,59,65,0,7,0.0,29.26,29.97,5.3,20,6.7,1305,0,0,0,0,0,0,0,0,0,0,0
2828,2014-09-04,85,71,78,10,66,70,0,13,0.26,29.21,29.93,11.4,20,12.6,1302,0,0,0,1,0,0,0,0,0,0,0
2830,2014-09-05,88,64,76,9,65,69,0,11,0.5,29.27,29.96,7.8,27,11.0,1300,0,0,0,0,0,0,0,0,0,1,0
2832,2014-09-06,75,60,68,1,51,58,0,3,0.0,29.42,30.13,7.1,33,8.4,1297,0,0,0,0,0,0,0,0,0,0,0
2834,2014-09-07,80,54,67,0,49,57,0,2,0.0,29.44,30.16,1.0,12,4.3,1294,0,0,0,0,0,0,0,0,0,0,0
2836,2014-09-08,77,55,66,0,52,59,0,1,0.0,29.33,30.07,6.0,17,6.2,1291,0,0,0,0,0,0,0,0,0,0,0
2838,2014-09-09,79,63,71,5,59,64,0,6,0.01,29.18,29.93,7.2,18,7.6,1289,0,0,0,1,0,0,0,0,0,0,0
2840,2014-09-10,80,56,68,2,61,64,0,3,1.31,28.97,29.67,7.3,25,15.8,1286,0,0,0,0,1,0,0,0,0,0,0
2842,2014-09-11,56,50,53,-12,42,47,12,0,0.0,29.46,30.15,9.8,35,10.3,1283,0,0,0,0,0,0,0,0,0,0,0
2844,2014-09-12,55,44,50,-15,43,46,15,0,0.13,29.55,30.27,11.7,35,12.5,1281,0,0,0,0,1,0,0,0,0,0,0
2846,2014-09-13,59,41,50,-15,40,44,15,0,0.0,29.59,30.33,3.2,33,7.7,1278,0,0,0,0,0,0,0,0,0,0,0
2848,2014-09-14,65,42,54,-10,43,49,11,0,0.0,29.49,30.25,4.5,22,4.8,1275,0,0,0,0,0,0,0,0,0,0,0
2850,2014-09-15,62,51,57,-7,48,52,8,0,0.0,29.41,30.14,2.2,30,4.9,1272,0,0,0,1,0,0,0,0,0,0,0
2852,2014-09-16,68,44,56,-8,43,50,9,0,0.0,29.41,30.15,3.0,30,4.4,1228,0,0,0,0,0,0,0,0,0,0,0
2854,2014-09-17,70,48,59,-5,45,52,6,0,0.0,29.29,30.02,0.4,17,2.8,1225,0,0,0,0,0,0,0,0,0,0,0
2856,2014-09-18,70,53,62,-2,52,56,3,0,0.0,29.4,30.12,5.5,4,6.3,1221,1,0,0,0,0,0,0,0,0,0,0
2858,2014-09-19,78,53,66,3,48,56,0,1,0.0,29.31,30.06,10.7,18,11.5,1219,1,0,0,0,0,0,0,0,0,0,0
2860,2014-09-20,77,63,70,8,61,64,0,5,0.12,29.1,29.83,9.8,23,10.1,1216,0,0,0,1,0,0,0,0,0,0,0
2862,2014-09-21,69,51,60,-2,50,55,5,0,0.0,29.26,29.94,10.5,31,12.7,1213,0,0,0,1,0,0,0,0,0,0,0
2864,2014-09-22,67,46,57,-5,43,49,8,0,0.0,29.52,30.22,1.7,31,5.5,1210,0,0,0,0,0,0,0,0,0,0,0
2866,2014-09-23,74,51,63,2,46,53,2,0,0.0,29.57,30.3,1.9,20,4.3,1208,0,0,0,0,0,0,0,0,0,0,0
2868,2014-09-24,77,54,66,5,49,56,0,1,0.0,29.57,30.3,4.3,13,5.6,1205,0,0,0,0,0,0,0,0,0,0,0
2870,2014-09-25,74,56,65,4,52,58,0,0,0.0,29.52,30.25,0.6,11,1.9,1202,0,0,0,0,0,0,0,0,0,0,0
2872,2014-09-26,79,51,65,5,53,58,0,0,0.0,29.51,30.23,3.7,6,4.5,1199,1,0,0,0,0,0,0,0,0,0,0
2874,2014-09-27,79,54,67,7,54,59,0,2,0.0,29.47,30.21,3.1,7,3.8,1197,0,0,0,0,0,0,0,0,0,0,0
2876,2014-09-28,78,53,66,7,55,59,0,1,0.0,29.38,30.12,2.3,6,3.2,1194,1,0,0,0,0,0,0,0,0,0,0
2878,2014-09-29,83,53,68,9,54,58,0,3,0.01,29.28,30.0,5.0,36,9.0,1191,0,0,0,0,1,0,0,0,0,0,0
2880,2014-09-30,58,47,53,-6,47,50,12,0,0.0,29.29,30.03,8.8,2,9.7,1188,0,0,1,0,0,0,0,0,0,0,0
2882,2014-10-01,70,49,60,2,50,55,5,0,0.0,29.22,29.95,10.3,13,10.4,1186,0,0,0,0,0,0,0,0,0,0,0
2884,2014-10-02,72,63,68,10,61,63,0,3,0.32,29.03,29.78,7.2,17,7.9,1183,0,0,0,0,1,0,0,0,0,0,0
2886,2014-10-03,65,43,54,-3,45,49,11,0,0.68,28.95,29.67,15.1,28,16.4,1180,0,0,0,1,0,0,0,0,0,0,0
2888,2014-10-04,47,35,41,-16,34,39,24,0,0.06,29.0,29.72,13.5,26,13.8,1177,0,0,0,0,0,0,1,0,0,0,0
2890,2014-10-05,55,37,46,-11,35,42,19,0,0.01,28.95,29.68,8.5,23,9.0,1174,0,0,0,1,0,0,0,0,0,0,0
2892,2014-10-06,61,42,52,-4,38,45,13,0,0.01,28.89,29.61,7.9,25,8.8,1171,0,0,0,0,0,0,0,0,0,0,0
2894,2014-10-07,66,48,57,1,43,50,8,0,0.0,29.0,29.69,9.8,25,11.5,1169,0,0,0,0,0,0,0,0,0,0,0
2896,2014-10-08,65,44,55,-1,35,46,10,0,0.0,29.27,29.97,11.0,27,11.3,1166,0,0,0,0,0,0,0,0,0,0,0
2898,2014-10-09,62,43,53,-2,34,44,12,0,0.0,29.38,30.09,3.4,36,5.8,1163,0,0,0,0,0,0,0,0,0,0,0
2900,2014-10-10,58,39,49,-6,39,44,16,0,0.0,29.43,30.16,7.7,2,8.2,1161,0,0,0,0,0,0,0,0,0,0,0
2902,2014-10-11,59,36,48,-6,34,42,17,0,0.0,29.47,30.2,2.8,8,4.5,1158,0,0,0,0,0,0,0,0,0,0,0
2904,2014-10-12,63,38,51,-3,42,47,14,0,0.01,29.24,30.0,7.9,14,9.1,1115,0,0,0,0,0,0,1,0,0,0,0
2906,2014-10-13,67,56,62,9,58,60,3,0,0.64,28.97,29.73,7.7,14,9.1,1112,0,0,0,0,0,0,1,0,0,0,0
2908,2014-10-14,65,52,59,6,57,58,6,0,0.65,28.83,29.55,3.5,10,10.2,1109,0,0,0,0,0,0,1,0,0,0,0
2910,2014-10-15,55,50,53,0,51,51,12,0,0.05,29.05,29.75,9.5,35,9.9,1107,0,0,0,0,0,0,1,0,0,0,0
2912,2014-10-16,56,50,53,1,49,51,12,0,0.0,29.02,29.77,4.1,24,7.4,1104,0,0,1,0,0,0,0,0,0,0,0
2914,2014-10-17,62,48,55,3,46,50,10,0,0.0,28.99,29.69,11.1,29,13.2,1101,0,0,0,0,0,0,0,0,0,0,0
2916,2014-10-18,50,36,43,-8,38,42,22,0,0.01,29.39,30.08,8.2,34,9.2,1099,0,0,0,0,0,1,0,0,0,0,0
2918,2014-10-19,54,33,44,-7,38,43,21,0,0.0,29.31,30.07,7.8,21,8.2,1096,0,0,0,0,0,0,0,0,0,0,0
2920,2014-10-20,65,46,56,6,44,49,9,0,0.01,29.17,29.9,4.7,32,9.3,1093,0,0,0,0,0,0,0,0,0,0,0
2922,2014-10-21,53,45,49,-1,39,44,16,0,0.0,29.46,30.16,10.8,1,11.4,1090,0,0,0,0,0,0,0,0,0,0,0
2924,2014-10-22,56,35,46,-4,38,43,19,0,0.0,29.56,30.3,2.9,8,4.8,1048,0,0,0,0,0,0,0,0,0,0,0
2926,2014-10-23,59,36,48,-1,40,45,17,0,0.0,29.39,30.15,7.5,19,7.8,1045,1,0,0,0,0,0,0,0,0,0,0
2928,2014-10-24,67,52,60,11,46,52,5,0,0.0,29.25,30.0,4.4,22,5.8,1043,0,0,0,0,0,0,0,0,0,0,0
2930,2014-10-25,72,49,61,13,40,51,4,0,0.0,29.21,29.93,10.4,29,10.9,1040,1,0,0,0,0,0,0,0,0,0,0
2932,2014-10-26,64,42,53,5,32,44,12,0,0.0,29.21,29.95,0.9,5,5.8,1037,0,0,0,0,0,0,0,0,0,0,0
2934,2014-10-27,77,51,64,16,51,58,1,0,0.0,28.92,29.66,12.0,19,12.9,1035,0,0,0,0,0,0,0,0,0,0,0
2936,2014-10-28,68,45,57,10,38,47,8,0,0.0,29.15,29.85,14.8,26,15.6,1032,0,0,0,0,0,0,0,0,0,0,0
2938,2014-10-29,49,36,43,-4,32,40,22,0,0.0,29.36,30.06,9.5,29,9.9,1030,0,0,0,0,0,0,0,0,0,0,0
2940,2014-10-30,51,32,42,-4,34,40,23,0,0.0,29.34,30.09,5.1,24,5.5,1027,0,0,0,0,0,0,0,0,0,0,0
2942,2014-10-31,47,33,40,-6,25,33,25,0,0.03,29.49,30.2,22.6,34,22.9,1024,0,0,0,1,0,0,0,0,0,0,0
